,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
424,Software Engineer,-1,"Job Summary:
Northstrat is seeking individuals interested in the opportunity to work on a mission critical software application with a highly talented engineering team. We work closely with our end users to deliver applications they need to solve complex intelligence community requirements. By balancing the benefits of a long term large project with the innovation of small team settings we offer individuals the maximum opportunity for contribution and exchange of solutions and technologies.
You will provide software design and development expertise in support of new application development, use test driven and iterative methodologies, and work with teammates to maintain our team’s five year track record of on time and on schedule deliveries.
Developers are expected to have excellent technical expertise, to be highly self-directed and motivated, and collaborate respectfully with their teammates, always keeping user mission first. Our teams operate in a culture of team before self and collaboratively share information. You will be part of a responsive team where communication skills and the ability to solve problems are critical to our success.
Our work environment is mission focused but relaxed; is professional but casual; and requires individual responsibility within team constructs. We offer an environment where business casual and shorts/flip flops work side by side successfully. We provide the tools and corporate culture you need to succeed.
Duties and responsibilities:
Participate in new development starting with requirements analysis and design. During the development phase provide a technical solution compliant with the design and interface definitions. Additionally, the Developer will provide support to test, integration, and deployment of the software baseline. Candidates must be self-motivated individuals who can understand technical concepts, have good communication skills, and be able and willing to collaborate on technical items with the larger team. Candidates should be familiar with good development and configuration management practices and have previous development experience.
Qualifications required:
Java, JDBC, Angular, React, Jquery, JSON, XML
Web services
service based development
Messaging and/or ESB Technologies
Linux operating systems
Amazon Web Services
Qualifications desired:
Understanding of relational, noSQL, and file based storage products
Understanding of software configuration management processes and tools
Knowledge of Intelligence Community (IC) processes, policies, and guidance
Education and Technical Skills:
Minimum of a Bachelor’s degree (computer science, information technology, or related field)
0-5 (5-10 and 10+) years of related software development experience
Government clearance required.

Northstrat is an Equal Opportunity Employer – All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law.",5.0,"Northstrat Incorporated
5.0","Sterling, VA",-1,51 to 200 Employees,2006,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
425,Application Developer,"$38K-$68K
(Glassdoor est.)","At VU, we help Veterans buy homes. To make that happen we are hiring Web Application Developers. Web Application Developers collaborate with Product Owners and other Software Developers in an XP/Agile environment, in order to satisfy our internal and external customers through early, frequent, and continuous delivery of simple high-quality and high value software.

Job duties will vary upon assignment but may include:
Test-Drive high-quality, self-documenting code using Pair Programming Practices, Agile Principles, Clean Code Techniques, SOLID and other software design principles.
Refactor older code as you work on it to reduce the Team’s overall value capacity backlog.
Create intuitive user interfaces through front- and back-end design.
Create and maintain minimal documentation.
We’re looking for someone who can be passionate about their job and have fun doing it, who will deliver results with integrity, and who enjoys finding ways to enhance the lives of others every day.

We’ll also want to know you can demonstrate these attributes:
Strong OOP design and coding skills.
Experienced in full-stack development.
Excellent communication skills with a passion for face-to-face over written communication.
Excel in a fast-paced, results-oriented environment.
Thrive in a highly cooperative work setting.
Familiarity/experience working in Agile, Scrum, Kanban and/or Lean software development environments.
Experience with XP practices, particularly Test-Driven Development and Pair Programming.
At least 3 years of relevant experience in software delivery, ideally in our native tech stack:
C#/ASP.NET/MVC/WCF/SQL/IIS
Familiarity with SOAP and/or REST
Veterans United is the nation’s #1 VA lender and over 97% of our customers would recommend us. This may sound like a brag but it's only possible because we have a team of talented and committed employees working hard, every day, to make a difference for the people we serve; the men and women who sacrificed for our country. We find it’s easy to give your best when you serve the brave.

Learn more:
Glassdoor
Careers
Developers
Veterans United and its affiliates are proud to be Equal Opportunity Employers committed to creating a diverse and inclusive workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability, veteran status, or other legally protected classifications. Some roles may require licensure upon hire.",4.8,"Veterans United Home Loans
4.8","Columbia, MO",-1,1001 to 5000 Employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
426,Software Developer,"$88K-$135K
(Glassdoor est.)","Maxar Technologies is seeking a Software Developer to work in an agile and fast paced development environment supporting analysts whose mission is to solve unique and challenging intelligence problems for special operations. You will be required to do a multitude of tasks to include: automatically retrieving and ingesting data, web application development for search and discovery, development and implementation of analytical models, and maintenance and enhancement of existing custom applications. You will be part of a small multi-disciplinary team and have the unique opportunity to interact directly with analysts and other technologist to ensure applications and tools meet the needs of the customer.

Maxar Technologies is seeking a Software Engineer to work in an agile and fast-paced development environment supporting analysts whose mission is to solve unique and challenging intelligence problems for special operations. The selected individual will be responsible for automatically retrieving and ingesting data, web application development for search and discovery, development and implementation of analytical models, and maintenance and enhancement of existing custom applications. You will be part of a small multi-disciplinary team and have the unique opportunity to interact directly with analysts and other technologists to ensure applications and tools meet the needs of the customer.

Minimum Requirements:
Current/active TS/SCI security clearance and be willing and able to pass a CI polygraph.
Bachelor's degree in Software Engineering, Computer Science, Information Science or related field.
Minimum 2 years of relevant experience.
Experience with Java.
Ability to consult with the customer on software development related issues.

Preferred Skills:
Experience with C#, Python, C++, and C.
Experience with Hadoop, MapReduce, Spark, Elasticsearch, Neo4j or other big data and graph products.
Experience with geospatial data and the development of geospatially based analytical models.
Experience with text processing such as entity disambiguation, entity extraction, searching (e.g., Lucene, Solr, ElasticSearch), topic extraction, summarization, clustering, etc.

#cjpost",3.4,"Maxar Technologies Ltd.
3.4","Springfield, VA",-1,5001 to 10000 Employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1
427,"CNO Developer (C, C++)","$69K-$124K
(Glassdoor est.)","Secure our Nation, Ignite your Future

Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement.

Currently, ManTech is seeking a motivated, career and customer-oriented CNO Developer (C, C++) to join our team in the Hanover, MD.

Responsibility include, but are not limited too:

Assists with development of hardware or software based CNO capabilities.
Utilize knowledge of security concepts and networks.
Research, develop, test and document.
Determine computer user needs and analyze system capabilities to resolve problems on program intent, output requirements, input data acquisition, and programming.
Ensure software standards are met.
Assist with designing, developing, documenting, testing and debugging applications software and systems that contain logical and mathematical solutions.

Required Qualifications:

Bachelor's degree or equivalent, and 7+ years of relevant experience.
Proficiency C, C++ programming skills.
Software Analysis/Reverse Engineering experience.
Embedded systems development experience.
Understand assembly programming concepts.

Preferred Qualifications:

Experience working with networking (TCP/IP).
Python experience.
Unit Test experience.
Experience using Jenkins Continuous Integration Server.
Ability to handle stress and work well under pressure.
Ability to use MS Office.
Ability to use PC.
Analytical and Critical Thinking Skills.

Security Clearance Required:

Active/current TS/SCI with Polygraph is required.

Physical Requirements:

Must be able to remain in a stationary position 50%
Constantly operates a computer and other office productivity machinery, such as a calculator, copy machine and computer printer.
The person in this position frequently communicates with co-workers, management and customers, which may involve delivering presentations
Working with Data
Move about freely in a laboratory setting
Repetitive Motions

ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.

If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",4.2,"ManTech International Corporation
4.2","Hanover, MD",-1,5001 to 10000 Employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1
428,Associate Software Engineer,-1,"Associate Software Engineer
ProDIGIQ is looking for exceptional software engineers who love programming, have the work ethic necessary to get things done and can work effectively in a collaborative environment.
Key Qualifications:
Experience in web application development (front-end and back-end)
Knowledge of the usual suspects for web application (e.g. HTTP, SSL, JSON, REST) and comfortable using bash shell and MySQL
Strong front-end skills and a good sense of visual design
Must be reliable, flexible and have excellent communication and interpersonal skills
Description:
Our engineering team comprises of a small, yet growing group of fun, highly motivated software developers. The key responsibilities of a Software Engineer include all aspects of product development from implementation to meet a client’s needs, product release, training and ongoing support.
Every day, we use technologies like Ruby on Rails, CSS, HTML, Javascript, Bash, JQuery, SVN, Bootstrap and the list goes on. They are typical web technologies, but the applications we build for our clients are anything but typical. Delivering innovative, user-friendly and integrated solutions that take the complexity away from our aviation clients and help them make operations and safety decisions based on the real-time information is what we thrive on.
What we look for in prospective team members is the ability to get things done in a fast-paced environment and an exceptional attitude.

Education:
BS in Computer Science with a CS Major GPA of 3.5 or higher
Location:
This position is located in our Thousand Oaks, CA office. The engineering team in this office operates in an open, collaborative environment.
About ProDIGIQ:
Headquartered in Southern California, ProDIGIQ is a technology company focusing on innovative products and services for the aviation industry. Utilizing its industry experience and expertise, ProDIGIQ helps clients streamline their processes and operate in a more safe and efficient manner through the use of intuitive software.

Disclaimer:

ProDIGIQ does not utilize any third parties to recruit or hire. When contacted, prospective hires will only be contacted by those directly employed by ProDIGIQ. Any third parties that may contact you are not working on behalf of our company and should be considered a scam.",3.7,"ProDIGIQ, Inc
3.7","Thousand Oaks, CA",-1,1 to 50 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
429,Software Engineer (AWS- Node/TypeScript),"$53K-$111K
(Glassdoor est.)","A career at T. Rowe Price says you want to contribute and make a difference at a leading global investment management firm where success results from the dedication our associates have in building success for our clients. We are a growing organization of associates from diverse backgrounds, experiences, and perspectives.
We take a long-term view on associates and their careers. Our associates do phenomenal work with purpose, and as a result, we provide growth opportunities through in-person and online training, management development programs, and career development on the job.
If you are seeking a meaningful work experience along with a workplace culture that thrives on teamwork, we invite you to explore the opportunity to join us.


Our mission as a leading investment management firm is to help our clients achieve their long-term financial goals. We believe our associates are the key to this mission and we are always looking for talented individuals who share our commitment to our client’s success.

If you’re looking for challenging work experiences and the ability to learn in a collaborative culture, we invite you to explore the opportunities available at T. Rowe Price.

ABOUT THE ROLE:

Technologists at T. Rowe Price are playing a key role in helping build the future of financial services, working hand-in-hand with business partners to create client experiences that are changing the way people invest. To help us achieve that future, we’re looking for an Engineer to join our unique Emerging Solutions and Technology team. This teams’ mission is to be proactive, innovative, and nimble in a rapidly changing ecosystem and serve as an “internal disruptor” to the current thinking and processes.

You’ll work with smart, talented people across our business on the latest cutting edge technologies such as AI, Blockchain, Machine Learning, and Big Data. Unlike the project requirement responsibilities of a typical IT professional, you’ll be empowered to bring new solutions and capabilities to the table and then be hands-on in driving the research, strategy, prototyping, and piloting of those technologies.

We expect you to be an innovative thought leader who can think outside the box. In return we’ll give you challenging work that’s on the leading edge of IT, opportunities to learn and grow, and a collaborative culture that’s eager for your input.

CORE ATTRIBUTES:
We’re looking for software engineers who thrive on learning new technologies and don’t believe in one-size-fits-all solutions. You should be able to adapt easily to meet the needs of our rapidly evolving move to next-generation n-tier, native cloud enabled application.
You think a working proof-of-concept is the best way to make a point. You strive on proving that speed and quality are not conflicting; that you can achieve both at the same time
Exceptional technology skills; recognized by your peers as a leading developer
A strong curiosity for technology; you are excited by the amazing pace that technology continues to evolve. You love to tinker with the latest frameworks or tools.
Equally important to possessing strong technical skills, the ideal candidate will be a strong communicator able to communicate their thoughts, orally and visually. They need to understand how solutions are developed and even more important, understand how they can make an impact on our business
PRINCIPAL RESPONSIBILITIES
Develop prototypes & pilots for emerging technologies seamlessly blending new technology with existing infrastructure/architecture.
Work closely with the Emerging Solutions team and various business partners to fully understand capabilities that enhance out business. Influence the strategic direction of new technologies within the firm.
Provide consultancy and advice on functionality, applicability and usability of our emerging capabilities.
Quickly pick up and master new technical capabilities as they emerge regardless of the languages, frameworks, or architectures they might require
Proactively monitor industry trends and research competing tools to ensure that we are consistently considering how these trends and technologies might impact our business
QUALIFICATIONS

Required
Experience developing in multiple languages and platforms. Preference towards the latest stacks and libraries such as Typescript, React, Node.js, Angular, Mongo, etc.
Solid knowledge of a foundation language(s) such as Python, C++, C# or Java.
Ability to work both independently and collaboratively with others in team environment
Experience quickly learning new programing languages, frameworks, or technical capabilities
Experience with system integration specifically via API integrations
Demonstrated advanced analytical, troubleshooting and problem solving skills
Adaptable and able to learn quickly
Preferred
Bachelor’s or Master’s Degree in Computer Science, Engineering, Mathematics, or related field
5+ years of IT experience
Experience building modern n-tier applications
Experience using and deploying to public or private clouds (AWS, Azure, Google, Openstack, Rackspace, etc.).
Experience developing microservices
Experience with Python
Experience with emerging technologies like machine learning, cognitive computing, AI, or blockchain
Experience researching and bringing new capabilities to the table
Experience building mobile applications (iOS or Android)
Experience working with a CI/CD environment preferred
Experience with global collaboration platforms (like Jive) a plus
T. Rowe Price is an equal opportunity employer and values diversity of thought, gender, and race. We believe our continued success depends upon the equal treatment of all associates and applicants for employment without discrimination on the basis of race, religion, creed, colour, national origin, sex, gender, age, mental or physical disability, marital status, sexual orientation, gender identity or expression, citizenship status, military or veteran status, pregnancy, or any other classification protected by country, federal, state, or local law.",3.6,"T. Rowe Price Group, Inc.
3.6","Owings Mills, MD",-1,5001 to 10000 Employees,1937,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),-1
430,Software Engineer,"$82K-$141K
(Glassdoor est.)","MULTIPLE LEVELS
TS/SCI WITH POLYGRAPH REQUIRED TO START

Job Duties and Responsibilities:
Design and implement software solutions in Java or C++, maintaining involvement throughout the entire Software Development Lifecycle
Test existing and developing software solutions with common debugging tools
Document and maintain software functionality
Deploy software programs and adjust based upon user feedback
Act within project plans and industry standards
Work within an Agile team to adjust activities and timelines on a weekly basis
Basic Requirements:
Junior:
Bachelor’s Degree in a related field (Software Engineering, Computer Science, Mathematics, etc.) and 3 years of experience, or an equivalent combination of education and experience
Active TS/SCI clearance with polygraph required
U.S. Citizenship Required
Experience writing testable code in Java/J2EE, C++, or other common coding language
Experience working in an Agile environment and as part of a scrum team
Ability to use common testing tools to determine functionality of code
Familiarity with both Linux and Windows based systems
Mid-Level:
Bachelor’s Degree in a related field (Software Engineering, Computer Science, Mathematics, etc.) and 7 years of experience, or an equivalent combination of education and experience
Active TS/SCI clearance with polygraph required
U.S. Citizenship Required
Extensive experience writing testable code in Java/J2EE, C++, or other common coding language
Adept at working in an Agile environment and as part of a scrum team
In-depth familiarity with common testing tools to determine functionality of code
Familiarity with both Linux and Windows based systems
Senior:
Bachelor’s Degree in a related field (Software Engineering, Computer Science, Mathematics, etc.) and 12 years of experience, or an equivalent combination of education and experience
Active TS/SCI clearance with polygraph
U.S. Citizenship Required
Expert in writing testable code in Java/J2EE, C++, or other common coding language
Well-versed at working in an Agile environment and as part of a scrum team
In-depth familiarity with common testing tools to determine functionality of code
Familiarity with both Linux and Windows based systems
EOE/AA Disability/Veteran
Desired Qualifications:
Experience with relational databases, such as Hibernate
Experience with front end web development languages like JavaScript, HTML, CSS, AngularJS, Node.Js, or JQuery",4.6,"Assured Information Security, Inc.
4.6","Annapolis Junction, MD",-1,201 to 500 Employees,2001,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
431,PHP Senior Full Stack Developer,-1,"We are looking for full-stack web developers to join our team and revolutionize the way products are made through 3D printing. Your work will impact customers in over 145 countries around the globe, delivering new features and capabilities to the additive manufacturing industry.

Simplify3D is the #1 commercial provider of 3D printing software worldwide, offering state-of-the-art software that is trusted to deliver the best performance from hundreds of different 3D printer brands. Employees enjoy a flexible work environment with core hours to accommodate personal schedule preferences. We offer a full benefits package including Medical, Dental, Vision, Life Insurance, Short- and Long-Term Disability as well as generous Paid-Time-Off and a 401(k) plan with matching funds. Additional perks include a fully stocked snack bar and monthly social outings to enjoy some fun outside the office (recent events included bowling, axe throwing, escape rooms, and MLS/MLB games).

What you will be doing
You will make meaningful contributions to products that our customers genuinely love
You will collaborate with our engineering and product teams to understand customer pain points and come up with solutions
You will deliver testable, maintainable, and high-quality code
You will work with the latest technologies and frameworks, with a willingness to learn new areas as needed
You will own what you build from concept to release, ensuring a great experience for our customers
You will work on a fast-moving team that's rapidly changing the face of the 3D printing industry
Who you are
You have 4+ years of commercial experience with PHP
You have experience using Laravel or similar MVC frameworks
You are willing to work from our awesome office in Cincinnati – we have one of the largest collections of 3D printers in the world so that you can quickly get up-to-speed with this game-changing technology. Relocation packages are available if you do not currently live in Cincinnati.
You have a track record of designing and implementing complex and scalable software services
You have experience with cloud computing environments on AWS or Azure
You care about the user experience and know how to build user-friendly web applications
You are familiar with real-time JavaScript frameworks such as Angular, Vue, or React
You are self-motivated with excellent attention to detail
You can thrive in a dynamic, fast-paced, collaborative, and high-growth environment
Be part of this exciting, dynamic industry and see how 3D printing is fueling the future of innovation!",2.8,"Simplify3D
2.8","Cincinnati, OH",-1,1 to 50 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
432,Front End Developer,"$69K-$170K
(Glassdoor est.)","Driven. Engaging. Innovative. Do these words motivate you? If so, then we want to talk with you. Academy of Art University offers a rewarding employment experience for those who excel in a dynamic environment and who can consistently deliver high-caliber customer service. We thrive on ingenuity and pursue ideas every day that lead to extraordinary opportunities for tomorrow. Apply here for your next career!

The implementation, support and evolution of Academy of Art University's Brightspace environment requires dedicated, in-house resources for developing professional quality HTML, CSS, Javascript, for pages; as well as the eventual creation of custom widgets in Brightspace. The University is seeking to hire a Front End Developer to serve with such resource needs and to create high-end special presentations for use in showcasing Academy courses. The Front End Developer will be cross trained in administration of integrated systems and will support instructional design through configuring and modifying interfaces and systems to support better learning outcomes, improve student success, persistence and retention.

Responsibilities:
Develop and maintain a library of page templates for Brightspace: HTML, CSS, Javascript, Bootstrap.
Develop and manage the custom page HTML templates as Dreamweaver templates with locked areas and external resources.
Create and maintain custom templates for specific purposes—galleries, department resources.
Create and maintain a library of custom code snippets for use in all page templates.
Develop custom Javascript widgets user home and course home.
Software administration: Support administration of Brightspace, Kaltura, H5P, SimpleSyllabus, etc. Ensure all teaching and learning systems are working seamlessly together.
Requirements:

**Please provide a link to your work portfolio along with your resume submission.**
Between three to ten years of experience with client-side Javascript, HTML, CSS, XML, and JSON.
Experience building and maintaining sites with Bootstrap.
Experience building custom interface components with clean, portable code; design systems knowledge is a plus.
Understanding of front-end best practices such as accessibility, mobile-first responsive website design, performance, etc.
Experience setting up and maintaining page templates in a Content Management System (CMS), Digital Asset Managers (DAM) and Content Distributed Networks (CDN).
Experience with Jira and Confluence.
Experience building applications that scale in accordance with industry best practices.
Experience working on Agile teams (SCRUM or Kanban preferred).
Familiarity and prior experience with online education and educational technologies, including:
Learning Management Systems (LMS)
SCORM, xAPI
Common Cartridge
Experience with 3D objects on the web.
Experience with charting libraries.
Benefits

Academy of Art University offers full-time employees health insurance, 401k options, paid vacation based on years of service, paid holidays, paid sick leave and a commuter benefit program. The Academy also offers full-time employees an opportunity to take one undergraduate course tuition free each semester. Once we’ve returned onsite, full-time employees will also regain access to our multi-lane swimming pool, two fitness centers and our many recreational programs, including our NCAA Division II events

IND123

Academy of Art University is an equal opportunity employer. All applicants will be considered regardless of age, Aids or HIV positive status, marital status, domestic partnership, medical condition or genetic characteristics, race or national origin, pregnancy, religion, sex, gender identity, gender or sexual orientation, name change, citizenship, physical or mental disability, veteran status or other status protected by federal, state, local or other law. Equal access to the hiring process, services, and employment is available to all persons. Applicants requiring accommodations to the application and/or interview process should contact the Human Resources Manager by calling 415-274-2222. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",2.2,"Academy of Art University
2.2","San Francisco, CA",-1,1001 to 5000 Employees,1929,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
433,Senior Android Developer,"$106K-$128K
(Glassdoor est.)","Want to build useful and innovative Android apps?

We are seeking a Senior Android developer to join forces with SolutionStream as a contract to hire for our client company.

What’s in it for you?

Developing NEW Android apps for a highly visible national company. The ability to test your architectural skills by being heavily involved in the design for high traffic applications. The opportunity to collaborate with our internal teams to evaluate and create the latest innovations in the Android ecosystem.

What we need from you:
A successful candidate will have 3+ years of experience building high-quality Android apps.
A strong understanding of the full life cycle of app development using Google's Developer Portal
Published apps in the market
Experience designing, developing, debugging and deploying software for server-side development using Java/ Kotlin as the primary language
Familiarity with the use of additional sensors
You understand the nuances of Android SDK, different versions of Android, and how to effectively write code for a multitude of Android devices
Extensive knowledge of Android design principles and third-party libraries
A solid foundation of modern Java data structures, algorithms, and software design and can consistently deliver testable, scalable, highly-readable code using OO best practices.
Prior experience building RESTful API’s focusing on integration with back-end services
Experience with cloud messaging API’s, offline storage, background processing, threading, and performance tuning, caching and performance optimization.
Hands on experience with continuous integration
Passionate about Android and are always up to date with the latest industry trends concerning OS, devices, applications, web technologies and new user interactions as they are released.
Brownie points if you have;
iOS development experience also
Experience publishing Android apps to the Play Store",4.1,"SolutionStream
4.1","Salt Lake City, UT",-1,51 to 200 Employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1
434,Software Developer - Java,"$52K-$107K
(Glassdoor est.)","Software Developer - Java
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

As an essential business, we supply companies and organizations with the products they need to serve customers and keep operations running. The health and safety of Uline employees continue to be our top priority, and we have implemented numerous changes to our normal operating policies in response to COVID-19.

Uncover your full potential in a collaborative environment where you'll design, develop and deliver custom solutions to big challenges. And you'll be doing it for a proven industry leader that runs one of the largest e-commerce sites in the U.S.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.

Position Responsibilities
Apply industry best practices and techniques to design, develop, test, deploy, support and maintain complex Java applications based on business requirements using approved technologies and coding standards.
Assist in project planning and architectural design reviews.
Mentor other Developers on programming issues.
Work with Development team to ensure consistency in processes and completion of deliverables among team members.
Exhibit leadership in cross-functional development practices and application ownership.

Minimum Requirements
Bachelor's degree in Computer Science or Software Engineering, or Bachelor's degree with relevant programming experience.
5 years hands-on Java development experience.
Strong experience in delivering enterprise solutions with Spring framework using Spring Boot, JDBC, Security and MVC.
Extensive experience in developing and consuming REST webservices and working in a micro-service environment.
Expert-level knowledge of Git, JDBC, SQL, database-stored procedures and isolation levels, JPA, SOAP, REST and XML.
Working knowledge of caching, service discovery and circuit-breaker patterns and concepts.
Experience with Agile, Angular, Dynatrace, Cassandra or ELK a plus.

Benefits
Complete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.
401(k) with 5% employer match.
Paid holidays and generous paid time off.
Bonus programs include annual performance, sales goals and profit sharing.
Scholarship program for children of employees.

Employee Perks
On-site café with executive chefs and seasonal dinner-to-go options.
First-class fitness center with complimentary personal trainers.
Over four miles of beautifully maintained walking trails.
Numerous employee appreciation events throughout the year.
Professional development classes and monthly in-house speakers.

About Uline

Uline is the leading distributor of shipping, industrial and packaging materials to businesses throughout North America. We're a family-owned company whose incredible service, huge inventory and quality products fuel our ongoing expansion and growth. We offer same-day shipping on over 37,500 products in our 812-page catalog and on our state-of-the-art e-commerce website.

Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.

Unfortunately, Uline is unable to offer US work sponsorship at this time.",3.3,"Uline, Inc.
3.3","Pleasant Prairie, WI",-1,5001 to 10000 Employees,1980,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,-1
435,Software Engineer - SoftPro,"$52K-$109K
(Glassdoor est.)","SoftPro is the nation's leading provider of real estate closing and title insurance software. A division of Fidelity National Financial (NYSE: FNF), SoftPros technology solutions are used in thousands of law firms and title companies throughout the country and are an essential part of residential and commercial Real Estate transactions. SoftPro is located in North Raleigh and is a great alternative to driving in RTP traffic each day!

We recently moved to a brand new work space that has cool features such as team collaboration areas, automatic height-adjustable desks, game room and a market area with gourmet coffee, free sodas and a flavored sparkling beverage system as well as discounted healthy food offerings!

SoftPro has received national recognition for our excellent customer service and products and we were recently recognized as one of the Best Places to Work by Triangle Business Journal for the 8th year in a row!

What are we looking for?
We are seeking a well-rounded Software Engineer to join the awesome SoftPro 360 Platform development team. This person can be located in any of our offices (Raleigh, NC, Phoenix, AZ, Irvine, CA) or remotely.

SoftPro 360 is a technology that enables ordering Closing, Title and Escrow services directly from the Title Production System. The 360 Platform is a multi-tenant architecture that provides a robust solution stack for rapid application development of product applications.

This new team member will analyze, design, code, and test new features, along with bug fixes and improvements to existing code.

What will I do as a Software Engineer on the SoftPro 360 Team?
Work closely with architects and business partners to define Agile stories for new capabilities
Design/code new features and troubleshoot production issues
Create/update features to meet the security, coding and functionality standards
Develop tools and practices that will increase the efficiency of your team
Complete thorough unit and integration testing
Follow agile development practices
Work collaboratively and cohesively in a great team environment
What skills do I need to be successful as a Software Engineer on the SoftPro 360 Team?

Required Skills:

High competency with Object Oriented and S.O.L.I.D principles
High competency with C# and SQL Server/T-SQL
Solid familiarity with Visual Studio, GIT, MS Test and Mock libraries
Solid familiarity with RESTFul APIs, Unit testing and Lean development
Solid familiarity with Web API, Async programming/multi-threading and serialization
Experience with Micro-services architecture and Cloud Technology
Experience with containerization using Docker and Service Fabric
Experience with Agile and Azure DevOps
Experience with Test Driven Development
Self-starter who can grasp difficult concepts and large architecture quickly
Must exhibit a high-level of analytical skills and attention to detail
Desired Skills:

Angular/Blazor
PowerShell/Command-line/Batch programming
TypeScript/Yaml/Swagger
Proficiency with Javascript, CSS, HTML, XML and JSON
Azure Application Insights and Jmeter
Join us and live our Core Values
Deliver AMAZING Customer Service, Be an AWESOME Teammate, Adopt a Sense of Urgency, Innovate to be Efficient, Produce Quality Work, Take Initiative, Go the Extra Mile.",2.9,"SoftPro
2.9","Raleigh, NC",-1,201 to 500 Employees,1984,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
