Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python,java,r,spark,aws,excel,job_title_simple,seniority,desc_len
Software Engineer II (OPIR Team),"$99K-$110K
(Glassdoor est.)","Company Overview

Cosmic Advanced Engineered Solutions (Cosmic AES) is a small innovative company tackling the most difficult technical challenges in signals, space, and cyberspace. We design and develop high-end signal processing solutions for Department of Defense(DoD) in the Counter-Space, Special Operations, Homeland Security, and other specialized mission areas. Our strong team of scientists, engineers, and operations experts specialize in exploring emerging technologies, system development, and rapid prototyping to solve the most difficult national security concerns.

Job Summary

Cosmic AES is looking for a Software Engineer to support the Air Force Space and Missile Systems Center (SMC), Remote Sensing Directorate (RS). The candidate will support data exploitation of Space Based Infrared (SBIRS) data. Additionally, the candidate will work directly with operators within the Overhead Persistent Infrared Battlespace Awareness Center (OBAC) at Buckley AFB, CO to provide enhancements to imagery tools.

Responsibilities and Duties
2+ years of software development experience with Java/Groovy
Develop additional REST endpoints in existing microservices as well as developing new microservices. Microservices will be implemented in Groovy/Java using the Grails web framework, Micronaut, Spring Boot, and other JVM-based technologies.
Application deployment and load-balancing.
Algorithm development
Qualifications and Skills
US citizen, and must be able to obtain and maintain Top Secret security clearance
Background and/or education in software development and software engineering
Proficiency developing in Java or Groovy
Team player and capable of working in a fast-pasted, team environment
Desired Qualifications
B.S. in Computer Science
Proficiency developing with Grails or similar convention-over-configuration stack
Experience with Agile methodologies
GIS experience
Image processing experience
Data visualization experience
Redis experience
Powered by JazzHR",4.4,"Cosmic Advanced Engineered Solutions
4.4","Centennial, CO",-1,51 to 200 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,0,0,99,110,104.5,Cosmic Advanced Engineered Solutions, CO,0,19,0,1,0,0,0,0,software engineer,na,1984
"Software Developer, Ruby","$49K-$92K
(Glassdoor est.)","IQ Inc. is a software consulting company that assists with life-changing technologies each and every day. We partner with innovative industries throughout the city of Pittsburgh and beyond!

IQ is passionate about the growth and development of our people, our clients, and our community. We take pride in the good work that we do! We currently have an opening for a Software Developer, well versed in Ruby on Rails. The ideal Software Developer for this role will have at least 4 – 6 years of full product lifecycle experience.
Methodology
Agile / SCRUM
Functional Requirements Gathering and Analysis
Skills and Technologies
Ruby on Rails (must have)
Trailblazer library (must have)
Rails Engine Development
Web Services
SQL (must have)
PostgreSQL (must have)
Understanding of concepts of MVC, Mocking, ORM, and RESTful (must have)
Working knowledge of JavaScript, CSS
Azure Kubernetes, Docker Containers
Understanding of server-side templating language(s), Helm
OAuth/OIDC Identity providers
Unit Test Development/Test Driven Development (must have)
Communications written and oral
Platform and Tools
Visual Studio Code
Azure DevOps (Visual Studio Team Services)
Git Version Control (must have)
Nginx Web Server
HTTP/S
Azure
We also need someone who has a positive attitude; a driven, continual learner; analytical thinker; motivated by working as part of a terrific team; and is great with people. We have some of the best employees who want to change the world through technology and community involvement. Why not join us...
This position is located in Pittsburgh, PA. We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas.
IQ Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, IQ Inc. complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

IQ Inc. expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of IQ Inc.'s employees to perform their job duties may result in discipline up to and including discharge.",4.3,"IQ Inc.
4.3","Pittsburgh, PA",-1,51 to 200 Employees,1994,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,0,49,92,70.5,IQ Inc., PA,0,26,0,1,0,0,1,0,software developer,na,2666
DevOps Software Engineer,"$72K-$119K
(Glassdoor est.)","DevOps Software Engineer

Company Overview:


Join our team

Looking for more than just a job? We like developing our people just as much as we like developing great products.

Ivanti is a global leader in IT systems and security management, service management, asset management, and mobility management solutions, and is experiencing significant growth worldwide. The company has received numerous awards for being a Top Place to Work. It's an exciting time to join Ivanti!

Competitive salary and benefits, snacks, team events, and flexible hours. Ivanti is a great place to work.

If youre passionate about what you do and are interested in developing solutions that make a difference and in having fun while doing it, Ivanti is the place for you!

Position Summary:


As a member of the Global DevOps team, this position will collaborate with and enable other engineering teams with the development of the tools, eco-system and processes used to build, support and maintain a World Class Continuous Integration/Delivery pipeline in a DevSecOps way.

Candidates will use a combination of software development, security and operational knowledge and awareness to help ensure toolsets, environments and systems are easy to use/integrate with as well as being extensible to enable Ivanti and the product software engineering teams to quickly, reliably and securely deliver value to our customers.

We value individuals and teams taking ownership of the development, deployment and operation of the components they are responsible for. The team as required will review current industry toolsets to pick off the shelf products in combination or replacement of company/custom built solutions.

This role is a broad role covering many areas and it is not expected that you will have knowledge and skills in all areas, but you must have an appetite for learning, be a great collaborator and good at enabling others.

Responsibilities:


Work within a Scrum/Agile development methodology, DevOps best practices, and the product development lifecycle
For any software developed
Take ownership of the development, release and operation of components developed. Work to define and operate to Service Level Objectives (SLO) with appropriate Service Level Indicators (SLI) to be able to pro-actively detect and remediate issues and/or Incidents
Perform and request code reviews and ensure good unit and integration testing coverage with a high proportion of automated tests
Work to coding best practices
DevSecOps
Ensure you are aware, review and complete as required DevOps Recommendations within Engineering
Share learnings and successes by creating new DevOps Recommendations for others to consume
Provide guidelines/recommendations to create/modify/maintain build and release definitions for products
Collaboration and other
Good organisation and prioritising skills and tenacity so see things through to completion
Works with product teams to review needs and DevOps recommendations to help enable and accelerate working in a DevOps way
Based on customer (team) needs build out toolset improvements and maintain current toolsets
Use Azure DevOps to report environment and pipeline status to various stakeholders and provide guidance for product teams to do the same
Preferred Experience:

Experience using C# / .Net Core
Experience using JavaScript/Typescript
Experience working in a high availability cloud infrastructure (Azure or AWS)
Familiarity with build, release and continuous integration / deployment processes and tools (e.g., Microsoft Azure DevOps, Jenkins, Maven, etc.)
Beneficial Experience:

Microsofts Azure DevOps Build and Release
Experience using git for source control
Infrastructure as code (e.g. Terraform) and Container technologies (e.g. Docker, Docker Swarm, K8s)
Customer support skills
Product evaluation experience
Azure environment management
Experience with SQL or NoSQL databases (e.g. MongoDB, ElasticSearch)
Experience with Microsofts Azure Cloud offerings and micro service architecture is a plus.
Cost management of cloud delivered services
Other 3rd party DevOps solutions/tooling.
At Ivanti, we are One. One Company, formed from many. One people, formed by an environment of mutual respect and trust made up by people working together without regard to race, color, religion, sex, pregnancy (including childbirth, lactation and related medical conditions), national origin, age, physical and mental disability, marital status, sexual orientation, gender identity, gender expression, genetic information (including characteristics and testing), military and veteran status, and any other characteristic protected by law. As a global company, we believe that diversity and inclusion among our team members is critical to our success and we proactively strive to recruit, develop and retain the best and brightest people from the most diverse candidate pools we can find all over the world.

External Recruiting Agencies/Vendors: Ivanti Software does not currently engage with external recruiting agencies and will not accept unsolicited resumes from any external agency. Unsolicited resumes submitted by agencies to Ivanti will become the property of Ivanti and may be contacted and engaged with directly. Ivanti maintains a preferred vendor list and only engages with these agencies from time to time. Ivanti has not agreed to pay placement or any other fee to companies who have not been specifically retained to conduct a candidate search.

#LI-MCM",4.0,"Ivanti Software
4.0","South Jordan, UT",-1,1001 to 5000 Employees,1985,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,72,119,95.5,Ivanti Software, UT,0,35,0,1,0,0,1,0,software engineer,na,5480
Senior Software Engineer- Prime,"$81K-$148K
(Glassdoor est.)","Boeing Intelligence & Analytics (BI&A) is seeking a Senior Software Engineer to join their top-tier Prime contract team working as part of a small team on a critical mission system. The position will work primarily on a production system that supports the search and survey mission and that provides metadata to multiple partners throughout the IC.

DUTIES WILL INCLUDE:

Perform and manage the activities of personnel involved with the development, documenting, interfacing, integration, testing and modification of complex classified and unclassified software
Be part of a team charged with the design, development, maintenance, and improvements to system software and applications for search and survey systems
Serve as key developer as part of a software development team that performs collaborative software development tasks with other teams
Assists lower-level software engineers with programming assignments
Research and recommend software tools and processes
Work closely with project managers and other engineering teams in evaluating current systems and recommending decisions on future development
Assist System Engineers with the analysis of user and system requirements and constraints
Analyze system specifications and translate system requirements to task lower-level software engineers
Use Configuration Management tools such as trac for source code control and software release management
Perform unit and integration testing of software components
Update and report status of system requirements, including software discrepancy/bug reports
Provide assistance to testers and support personnel as needed to determine and resolve system problems
Develop software technical documentation including system/software requirements, design, code, algorithms, interfaces and processes
Participate in cross-program system engineering discussions to promote reuse and partnering across projects
Provide technical support to system integration efforts in the lab and during field installations

REQUIRED EDUCATION AND EXPERIENCE

An Active Top Secret SCI with polygraph clearance
Bachelors in a technical discipline
A minimum of 9 years experience in programming and providing direction for the design and development of application software for systems
A minimum of 2 years of experience in establishing and using virtual server environments
A minimum of 2 years of experience using Enterprise Service Bus technologies for services such as messaging
Experience using Agile development and deployment methodologies and processes

Demonstrated experience in the following technologies:
Node.js
Asynchronous development

Nice to have:
Docker and Docker Swarm
Ansible
MongoDB
Elasticsearch

BI&A is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Equal Employment Opportunity is the Law (PDF)

Back
Share
Apply Now",3.7,"The Boeing Company
3.7","Annapolis Junction, MD",-1,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,81,148,114.5,The Boeing Company, MD,0,104,0,0,0,0,0,0,software engineer,senior,3032
ServiceNow - Senior Developer: Multi,"$63K-$102K
(Glassdoor est.)","About Us: Gore is a materials science company focused on improving lives through discovery, product innovation and rewarding careers for our Associates. Learn More.

About the Industry: At Gore, our global support teams bring together extensive knowledge and collaborate closely to support our diverse portfolio of products that solve complex problems and perform in the most demanding environments. Learn more about Gore products.

About the Role: The IT Enterprise Applications Team is currently looking for a ServiceNow - Senior Developer to join our team in Elkton, Maryland. As a member of Gore’s ServiceNow administration and development team you will have the opportunity to collaborate with various IT groups and work with key stakeholders and ITIL process owners in helping them achieve their needs within the ServiceNow platform. This position will play a key role in supporting our process improvement efforts and developing advanced solutions to automate and improve Gore IT’s increasing operational needs.

Responsibilities:
Designing, analyzing, developing, testing, and documenting ServiceNow enhancements
Interacting with various technical and business stakeholders to understand current operational processes and helping to identify solutions for improvements using ServiceNow
Conducting work following Gore’s development and Quality assurance processes and standards, architecture patterns, security best-practices, within waterfall and agile methodologies
Executing unit test changes to ensure quality and required result is achieved
Investigating incidents and problems to understand root cause and implementing solutions or work arounds
Writing technical procedures and produce technical documentation
Partnering with operations team on enhancement releases
Analyzing ServiceNow releases and upgrades and how it impacts the current features and applications in use
Required Qualifications:
Bachelors’ degree with a minimum 3 years of experience in ServiceNow development, solutions architecture and production support (London or higher versions) with a high motivation to continuously grow skills and knowledge within the platform
Proven experience in ServiceNow integrations with third party systems
Experience in planning and execution of ServiceNow upgrades
Technical experience in service portal development using custom widgets, AngularJS and web components
Advanced knowledge and proven experience in java scripting, workflow development, event handling and scheduling, integrations using web services and REST API
Proficient in Jelly Script, AJAX and XML and the Glide framework
Solid understanding and experience with ITIL
Exceptional interpersonal, communication, facilitation and influencing skills
Ability to work in global teams and across diverse business and technical groups with a common goal
Ability to establish and maintain strong relationships, lead a small team of developers, and work independently with little or no guidance in a fast paced environment
Desired Qualifications:

Bachelors’ degree in computer information system or related field
Experience in manufacturing and/or relevant life sciences industries
Certified ServiceNow application developer with a proficiency in Java, SQL, C, C , Android, PL/SQL as well as the React framework
What We Offer: At Gore, we offer comprehensive, competitive rewards in the form of compensation and benefits. Among these are work-life balance and sports programs, 401(k) Plan with a gift, Associate Stock Ownership Plan, Health & Well-being program with full health plan, and a flexible working program. Within Gore, you will find a unique culture, diversity, equity, and inclusion initiatives, and opportunities for growth and development.

Learn more about: benefits, diversity, and growth & development.

We believe in the strength of a diverse workforce and inclusive work environment. In support of our values and continued success we are proud of Associates around the world who support an inclusive work environment, strive to reflect the diversity of the communities where we operate, and ensure all Associates and external partners are treated with fairness, dignity, and respect.

Gore is committed to a drug-free workplace. All employment is contingent upon successful completion of drug and background screening.

Gore requires all applicants to be eligible to work within the U.S. Gore generally will not sponsor visas unless otherwise noted on the position description.

Gore is a M/F, Disabled and Vet EEO/AA employer. (Applies to all positions in the U.S.)

gore.com/change-life
Our Talent Acquisition Team will be pleased to answer your questions via contact us.",3.9,"W. L. Gore & Associates, Inc.
3.9","Elkton, MD",-1,10000+ Employees,1958,Company - Private,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0,0,63,102,82.5,"W. L. Gore & Associates, Inc.", MD,0,62,0,1,0,0,0,0,na,senior,4667
Mid-Level Web Developer and SharePoint Architect,"$67K-$132K
(Glassdoor est.)","Secure our Nation, Ignite your Future

ManTech is hiring a cleared Mid-level Web Developer and SharePoint Architect to work in Chantilly, VA. This position will work for in a dynamic position helping drive and deliver a wide range of capabilities using SharePoint, SharePoint extensions, and custom development. The individual will be the Subject Matter Expert responding to requests from across the customer organization. Familiarity with Agile and Scrum based delivery models is a key success factor for this individual. Agile development certification is a plus.

Responsibilities:

· Elicit and analyze business processes and requirements from technical and non-technical teams

· Define, architect, implement, and maintain solutions within the SharePoint 2010 including development of complex workflows

· Develop custom tailored SharePoint workflows and data exports to provide maximum automation and availability of submitted data for reporting and metrics on all collected information.

· Architect and maintain integrations with other external capabilities

· Support migration of customer to SharePoint 2016 in AWS

· Organize tasks and estimate delivery times

· Create and maintain technical documentation

· Investigate, analyze, document, and correct reported defects

· Contribute in improving our processes and policies

· Contribute ideas for products and the business

· Contribute to our customer's website and blog

· Interact with clients throughout project lifecycle Serve as the technical and functional subject matter expert for web-based solutions internally and externally

· Assist in the development of training documentation, and provide training when requested

Required Qualifications:

· At least 4 years of web development experience in architecture, design, configuration, development, implementation, and continuing maintenance of custom solutions and portals

· At least 8 years of software development experience through the entire Software Development Life Cycle (SDLC) is required

· Experience with SharePoint 2013/2010, including application development, migrations, and ongoing client-side maintenance support

· Experience with creation of intuitive user interfaces and sites in the SharePoint environment

· Experience with Web development, including JavaScript, AngularJS, JQuery, Bootstrap, Q, MomentJS, AngularUI, Highcharts, Object-Oriented Programming, RESTful Web Services

· Experience with JavaScript libraries such as JQuery & SPServices library that abstracts SharePoint's Web Services

· Experience with GIT, Jenkins, Puppet, Chef

· Experience setting up portals and websites, building applications and portal interfaces.

· Experience with website design based upon User Experience (UX) standards.

· Experience with developing Web-based applications using Microsoft technologies, including ASP.NET Framework and C#

· Experience implementing SharePoint customizations when needed to fill in requirement gaps that cannot be met using out-of-the-box configuration (e.g., web parts, event receivers, etc.)

· Extensive client-facing consulting experience with Sr. Client staff

· Excellent organizational and time management skills; ability to work independently and solve problems.

· Excellent organization and interpersonal skills

· Excellent written and verbal communication skills

· Experience with conducting presentations or training sessions

· Experience identifying and prioritizing issues

· A desire to learn new skills and work with cutting edge technologies

· Commitment to quality; ability to review and correct deficiencies in own work

· Ability to own and resolve issues and proactively assist others

Desired Skills:

· Security+ certification

· Demonstrated ability to convert business requirements into system functionality within the SharePoint framework

· Comprehensive experience with SharePoint configuration through the web UI and PowerShell

· Experience using SharePoint server-side and client-side object models

· Experience in the implementation of SharePoint collaboration tools (forums/issue lists, document/form libraries, etc.), and the ability to seamlessly integrate with other Microsoft tools

· Broad understanding of web publishing, content management, and information architecture

· Configuring and customizing search and taxonomies

· Experience with SharePoint branding with knowledge of creating and editing master pages, page layouts, HTML, and CSS

Security Clearance Requirements:

TS/SCI with a Polygraph

Physical Requirements:

· Must be able to be in a stationary position more than 50% of the time

· Must be able to communicate, converse, and exchange information with peers and senior personnel

· Constantly operates a computer and other office productivity machinery, such as a computer

#LI-MM4

ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.

If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",4.2,"ManTech International Corporation
4.2","Chantilly, VA",-1,5001 to 10000 Employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,67,132,99.5,ManTech International Corporation, VA,0,52,0,1,0,0,1,1,web developer,na,6325
Software Developer,"$63K-$72K
(Glassdoor est.)","Position Description:
Software Developers work to design, develop, test, deploy and support Arrivos software and related systems in a team focused environment. Developers are primarily responsible for coding and unit testing components within the Arrivos framework, and using the Tegrit development methodology. Must possess strong analytical skill to understand business requirements and program accordingly. The culmination of skills technique, experience, and teamwork will be utilized in supporting a collaborative work environment between users, team members, and business partners.
Major Job Functions:
Design and develop code using latest techniques under guidance of Senior Developer and/or System Architect
Analyze business requirements and problems to identify the most effective solution
Use source code management and collaborative software development tools
Work closely with business analyst
Assist testing and documentation teams
Work in a collaborative team environment
Continuous self-improvement through ongoing education, training and self-directed learning and improvement
Follow accepted project methodology
Develop and demonstrate a thorough knowledge of the Company’s business operations
Perform unit and integration testing before launch
Conduct functional and non-functional testing
Troubleshoot and debug applications
Evaluate existing applications to reprogram, update and add new features
Develop technical documents and handbooks to accurately represent application design and code
Qualifications:
2+ years of experience developing projects in .Net Environment
Technologies
C#
ASP.NET MVC
LINQ experience or Entity Framework
JavaScript/JQuery
Unity, IOC
N-Tier Development
Database experience:
Oracle 12c or SQL Server
Ability to read and understand relational data models
Reporting:
Active Reports or XSLFO or SSRS or Open Office
Visual Studio 2013 or later
Bachelor’s Degree in Computer Science, Software Engineering or equivalent
Additional Desired Qualifications:
Microsoft Certifications are preferred
Excellent understanding of software design and programming principles.
A team player with excellent communication skills
Analytical thinking and problem-solving capability
Great attention to detail and time-management skills",4.1,"Tegrit
4.1","Livonia, MI",-1,51 to 200 Employees,2014,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,0,0,63,72,67.5,Tegrit, MI,0,6,0,1,0,0,0,1,software developer,na,2260
Application Developer,"$38K-$68K
(Glassdoor est.)","At VU, we help Veterans buy homes. To make that happen we are hiring Web Application Developers. Web Application Developers collaborate with Product Owners and other Software Developers in an XP/Agile environment, in order to satisfy our internal and external customers through early, frequent, and continuous delivery of simple high-quality and high value software.

Job duties will vary upon assignment but may include:
Test-Drive high-quality, self-documenting code using Pair Programming Practices, Agile Principles, Clean Code Techniques, SOLID and other software design principles.
Refactor older code as you work on it to reduce the Team’s overall value capacity backlog.
Create intuitive user interfaces through front- and back-end design.
Create and maintain minimal documentation.
We’re looking for someone who can be passionate about their job and have fun doing it, who will deliver results with integrity, and who enjoys finding ways to enhance the lives of others every day.

We’ll also want to know you can demonstrate these attributes:
Strong OOP design and coding skills.
Experienced in full-stack development.
Excellent communication skills with a passion for face-to-face over written communication.
Excel in a fast-paced, results-oriented environment.
Thrive in a highly cooperative work setting.
Familiarity/experience working in Agile, Scrum, Kanban and/or Lean software development environments.
Experience with XP practices, particularly Test-Driven Development and Pair Programming.
At least 3 years of relevant experience in software delivery, ideally in our native tech stack:
C#/ASP.NET/MVC/WCF/SQL/IIS
Familiarity with SOAP and/or REST
Veterans United is the nation’s #1 VA lender and over 97% of our customers would recommend us. This may sound like a brag but it's only possible because we have a team of talented and committed employees working hard, every day, to make a difference for the people we serve; the men and women who sacrificed for our country. We find it’s easy to give your best when you serve the brave.

Learn more:
Glassdoor
Careers
Developers
Veterans United and its affiliates are proud to be Equal Opportunity Employers committed to creating a diverse and inclusive workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability, veteran status, or other legally protected classifications. Some roles may require licensure upon hire.",4.8,"Veterans United Home Loans
4.8","Columbia, MO",-1,1001 to 5000 Employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,38,68,53.0,Veterans United Home Loans, MO,0,18,0,0,0,0,0,1,na,na,2487
Software Developer,"$88K-$135K
(Glassdoor est.)","Maxar Technologies is seeking a Software Developer to work in an agile and fast paced development environment supporting analysts whose mission is to solve unique and challenging intelligence problems for special operations. You will be required to do a multitude of tasks to include: automatically retrieving and ingesting data, web application development for search and discovery, development and implementation of analytical models, and maintenance and enhancement of existing custom applications. You will be part of a small multi-disciplinary team and have the unique opportunity to interact directly with analysts and other technologist to ensure applications and tools meet the needs of the customer.

Maxar Technologies is seeking a Software Engineer to work in an agile and fast-paced development environment supporting analysts whose mission is to solve unique and challenging intelligence problems for special operations. The selected individual will be responsible for automatically retrieving and ingesting data, web application development for search and discovery, development and implementation of analytical models, and maintenance and enhancement of existing custom applications. You will be part of a small multi-disciplinary team and have the unique opportunity to interact directly with analysts and other technologists to ensure applications and tools meet the needs of the customer.

Minimum Requirements:
Current/active TS/SCI security clearance and be willing and able to pass a CI polygraph.
Bachelor's degree in Software Engineering, Computer Science, Information Science or related field.
Minimum 2 years of relevant experience.
Experience with Java.
Ability to consult with the customer on software development related issues.

Preferred Skills:
Experience with C#, Python, C++, and C.
Experience with Hadoop, MapReduce, Spark, Elasticsearch, Neo4j or other big data and graph products.
Experience with geospatial data and the development of geospatially based analytical models.
Experience with text processing such as entity disambiguation, entity extraction, searching (e.g., Lucene, Solr, ElasticSearch), topic extraction, summarization, clustering, etc.

#cjpost",3.4,"Maxar Technologies Ltd.
3.4","Springfield, VA",-1,5001 to 10000 Employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,0,0,88,135,111.5,Maxar Technologies Ltd., VA,0,-1,1,1,0,1,0,0,software developer,na,2197
"CNO Developer (C, C++)","$69K-$124K
(Glassdoor est.)","Secure our Nation, Ignite your Future

Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement.

Currently, ManTech is seeking a motivated, career and customer-oriented CNO Developer (C, C++) to join our team in the Hanover, MD.

Responsibility include, but are not limited too:

Assists with development of hardware or software based CNO capabilities.
Utilize knowledge of security concepts and networks.
Research, develop, test and document.
Determine computer user needs and analyze system capabilities to resolve problems on program intent, output requirements, input data acquisition, and programming.
Ensure software standards are met.
Assist with designing, developing, documenting, testing and debugging applications software and systems that contain logical and mathematical solutions.

Required Qualifications:

Bachelor's degree or equivalent, and 7+ years of relevant experience.
Proficiency C, C++ programming skills.
Software Analysis/Reverse Engineering experience.
Embedded systems development experience.
Understand assembly programming concepts.

Preferred Qualifications:

Experience working with networking (TCP/IP).
Python experience.
Unit Test experience.
Experience using Jenkins Continuous Integration Server.
Ability to handle stress and work well under pressure.
Ability to use MS Office.
Ability to use PC.
Analytical and Critical Thinking Skills.

Security Clearance Required:

Active/current TS/SCI with Polygraph is required.

Physical Requirements:

Must be able to remain in a stationary position 50%
Constantly operates a computer and other office productivity machinery, such as a calculator, copy machine and computer printer.
The person in this position frequently communicates with co-workers, management and customers, which may involve delivering presentations
Working with Data
Move about freely in a laboratory setting
Repetitive Motions

ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.

If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",4.2,"ManTech International Corporation
4.2","Hanover, MD",-1,5001 to 10000 Employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,69,124,96.5,ManTech International Corporation, MD,0,52,1,0,0,0,0,0,na,na,3618
